Friends;Add time;Find time;Merge time;Remove time
228000;103.0468;141.6601;790.2392;93.2083
229000;201.2632;173.8053;1019.2093;102.4754
230000;100.9326;155.1415;827.8316;92.2226
231000;246.4701;187.6751;940.0242;96.1099
232000;77.7693;138.2015;808.3935;199.9423
233000;141.4606;177.3052;989.6097;103.9179
234000;151.8885;174.5665;995.9096;102.529
235000;110.381;118.2648;720.3168;85.419
236000;195.2617;226.0223;1066.6226;104.9407
237000;156.9526;187.7692;1000.0521;101.9818
238000;100.1865;150.8484;973.221;102.8422
239000;170.4959;219.3701;1003.1498;108.5938
240000;100.0172;196.6313;998.723;105.3393
241000;203.5162;231.7028;1071.9359;123.7315
242000;105.6393;174.898;959.8898;99.3235
243000;175.4426;194.453;1042.5451;124.6716
244000;124.0368;233.0288;971.4696;114.5525
245000;159.1506;198.3532;974.424;110.5757
246000;107.7773;222.8386;1053.6132;97.8155
247000;173.9361;175.5679;1014.8241;114.9732
248000;106.4089;186.2806;985.1478;109.6821
249000;139.0738;205.1566;1018.4865;124.2082
250000;101.1343;191.7697;986.3129;96.017
251000;165.409;188.3133;1019.1484;116.5938
252000;108.6163;213.0149;918.971;100.9097
253000;171.2084;183.023;1066.6651;121.7692
254000;106.2132;187.1433;1008.7456;98.3519
255000;135.9859;168.7671;1029.8509;136.6378
256000;150.8091;150.5738;845.2717;110.9755
257000;107.8837;159.4368;1233.3253;119.7067
258000;109.4135;165.8813;868.689;93.3926
259000;206.0038;176.1019;896.001;104.1647
260000;92.9606;120.2319;1046.0553;97.1945
261000;168.443;178.0704;1024.6529;100.6069
262000;99.447;199.8768;1131.5492;115.823
263000;152.8703;210.9211;1108.5908;107.6048
264000;109.7951;271.6201;964.3439;103.4745
265000;121.8024;176.6683;1183.6096;103.1072
266000;152.4049;179.6536;945.6516;100.5292
267000;124.7406;213.7861;993.9896;111.1169
268000;119.6839;191.9421;1000.5498;109.0096
269000;121.572;124.9275;934.9916;113.4994
270000;139.0796;163.6858;972.7133;105.2412
271000;108.3265;159.0599;1176.2818;134.7682
272000;100.6082;134.9673;791.9822;77.2795
273000;203.3444;140.598;916.7233;106.8996
274000;105.8348;204.1842;1069.4454;109.7088
275000;173.9592;175.947;993.4769;115.3133
276000;97.2572;184.1846;990.6269;90.9655
277000;131.936;141.8199;860.093;89.6209
278000;132.7583;143.228;938.8861;107.0183
279000;120.2823;162.1766;839.955;91.6017
280000;188.6303;154.4902;847.6353;86.9509
281000;211.249;237.2745;1010.5668;89.8008
282000;78.6784;138.8613;779.3011;77.4807
283000;199.1752;179.6643;942.3536;120.311
284000;153.9189;155.1675;874.5289;89.4047
285000;146.7406;157.6916;947.6102;161.4182
286000;135.9542;189.1113;1041.4716;105.7922
287000;100.3586;127.3802;726.5807;71.5055
288000;70.6884;246.7228;859.642;119.4847
289000;158.1444;172.4509;1128.9572;93.8037
290000;109.5554;144.2119;738.5189;72.6755
291000;193.3712;137.6183;821.1818;80.823
292000;70.823;119.2083;878.7069;150.1394
293000;167.8838;246.7257;936.4787;95.4333
294000;137.1254;219.8029;929.3607;97.821
295000;111.0479;144.6142;781.1134;73.1248
296000;170.8937;169.889;903.1011;100.0887
297000;119.4976;128.848;772.0387;93.6478
298000;91.0932;126.8657;679.9046;86.4347
299000;91.4864;281.9037;929.086;108.3912
300000;132.0494;153.5384;863.2934;86.0846
301000;87.6177;113.7886;668.834;72.6038
302000;196.6062;151.0843;904.3446;100.5445
303000;99.6205;124.1797;988.999;86.1509
304000;142.3222;151.0471;997.9027;114.4868
305000;148.4284;216.833;931.169;91.9415
306000;111.1125;108.0009;1064.1696;99.8991
307000;145.6987;168.9186;943.2059;108.5604
308000;88.2076;144.833;989.9035;91.7853
309000;88.1714;126.0475;713.1345;82.1846
310000;175.9263;140.8698;867.1538;85.6965
311000;85.6472;119.0174;899.0346;113.3152
312000;143.4742;158.7256;892.3598;88.5143
313000;86.7911;191.0032;880.7726;101.1445
314000;139.1052;198.0078;937.3327;100.095
315000;93.1177;183.7678;897.216;96.1717
316000;170.4828;144.3555;855.3926;110.9947
317000;102.7995;197.8996;898.5311;100.7675
318000;106.0529;126.8546;697.681;84.0028
319000;165.3481;143.7592;820.5255;124.3285
320000;97.7359;173.7243;977.6923;90.3451
321000;170.1877;158.404;914.9424;107.3399
322000;96.4277;172.453;902.5713;91.461
323000;156.9106;175.7636;895.7867;111.3588
324000;90.0513;127.3162;1000.8666;93.0538
325000;143.2974;197.8548;949.7361;100.0444
326000;157.4511;169.1383;929.0956;92.4469
327000;96.0318;124.9706;977.9208;90.2637
328000;159.9454;180.8487;913.4822;112.1555
329000;122.4523;166.8001;905.917;94.301
330000;135.1416;158.0458;937.1022;125.8486
331000;130.6524;156.513;997.6331;142.7125
332000;166.4722;144.6145;963.0734;111.9229
333000;147.3146;150.9869;865.4335;115.6446
334000;105.9894;175.8094;962.3625;93.1428
335000;138.7933;239.0035;950.8257;110.6509
336000;94.0993;168.3887;913.778;91.6142
337000;140.4112;198.1527;1031.3238;105.7938
338000;94.4605;125.2033;713.5408;82.2703
339000;130.2012;129.92;728.0193;168.4608
340000;137.8946;151.2393;882.4371;86.5368
341000;115.6485;165.5775;894.4219;182.1951
342000;105.9854;168.4751;877.8833;88.9722
343000;94.4626;134.5646;920.1684;104.7851
344000;146.6029;172.5827;925.7574;89.0734
345000;107.9461;157.3791;1202.9503;129.4068
346000;97.1663;144.9167;753.8441;95.6616
347000;114.5527;209.4284;1042.0032;107.7581
348000;101.7181;190.3789;753.5796;72.0197
349000;144.815;117.939;792.5996;92.8644
350000;166.3772;234.9712;902.9991;78.9446
351000;67.9019;106.3035;699.8468;207.494
352000;113.464;209.7587;1069.5891;98.4994
353000;82.9502;142.443;799.9528;73.9755
354000;167.3569;137.3669;843.7279;91.3128
355000;93.2481;143.6269;817.3845;91.7298
356000;98.5765;149.3955;1028.6439;103.5389
357000;149.7084;154.8903;858.1284;95.0429
358000;97.36;144.2416;769.2643;189.9115
359000;173.8562;177.7918;1025.0378;124.8546
360000;127.72;165.7089;1197.4355;107.1771
361000;89.2804;124.9674;779.4431;85.887
362000;102.9374;134.3062;1041.3985;96.8509
363000;132.4722;140.1089;744.363;82.3681
364000;88.0449;126.0082;850.3888;100.4904
365000;90.7256;137.1659;786.5842;86.358
366000;91.1237;120.7941;731.5801;77.8463
367000;216.158;205.1662;951.0326;93.0966
368000;73.7477;110.9525;658.966;188.2795
369000;147.8203;154.8959;870.4138;84.9626
370000;86.3765;118.5774;697.7589;138.7965
371000;95.4737;126.764;901.985;96.5423
372000;117.7595;181.057;1024.0075;88.5232
373000;149.7079;146.017;871.4856;96.5703
374000;90.7762;190.4182;866.1567;100.133
375000;118.1913;166.5074;948.2379;105.1429
376000;111.1238;109.0423;912.4424;88.427
377000;134.2837;150.3199;866.7165;104.7987
378000;81.3204;116.9596;930.6816;96.5787
379000;120.6013;147.3607;769.8684;81.4374
380000;100.9143;180.9667;814.8705;98.9772
381000;113.6312;119.448;868.0452;129.4331
382000;158.8562;174.8274;917.9576;119.732
383000;159.7586;248.096;1108.2347;125.9497
384000;161.6611;209.2512;1017.4609;101.4054
385000;155.9235;166.501;1010.8266;91.0986
386000;136.4503;137.4744;917.6468;103.6294
387000;111.3764;164.9947;865.696;154.4692
388000;165.0797;159.1506;881.0117;110.0883
389000;98.3873;161.0694;860.0995;90.9534
390000;128.5555;153.1967;831.654;89.173
391000;81.3931;120.0877;875.4982;92.2318
392000;133.7641;204.3898;924.8145;90.6595
393000;87.8584;176.7005;881.8353;97.6823
394000;158.6059;173.6131;922.8891;107.822
395000;90.1742;150.844;863.1731;85.1423
396000;157.8683;146.787;829.3382;88.3828
397000;80.2076;111.338;948.418;83.2792
398000;176.3131;163.7646;907.2111;95.4938
399000;89.1441;111.4744;869.8678;95.8881
400000;168.0064;148.6428;905.1931;87.0728
401000;106.9871;112.7302;861.7943;93.8889
402000;157.1291;156.306;911.4164;111.7055
403000;88.1518;190.8411;823.8937;99.2407
404000;134.5534;145.2941;861.8229;117.9573
405000;134.5095;145.9782;828.6965;97.1239
406000;84.5212;116.3875;672.3793;74.7347
407000;172.9001;123.9054;784.773;85.6656
408000;85.28;115.3254;669.8556;80.8635
409000;206.1643;153.6496;884.9886;91.9554
410000;72.2225;196.9786;1240.1106;99.836
411000;172.3233;169.6629;1080.5924;98.9181
412000;80.9232;122.515;758.014;157.5603
413000;145.3966;182.4336;1096.5128;108.9948
414000;109.7677;140.144;1076.5988;139.8031
415000;186.4023;207.0255;1054.9005;105.899
416000;138.2885;226.9899;976.5974;104.8263
417000;130.0654;148.6611;812.8272;90.9773
418000;109.8179;124.7177;716.3155;159.1592
419000;153.1396;138.5419;899.8067;94.9944
420000;94.8798;128.0549;720.2037;73.7263
421000;159.1293;133.4368;809.5259;85.6055
422000;140.9347;191.6754;921.3126;91.96
423000;91.3855;127.5791;715.9328;214.3589
424000;116.3188;161.0674;891.3965;97.7051
425000;88.0522;165.0497;726.1816;76.2043
426000;155.6632;132.5274;782.3807;85.8292
427000;146.4171;196.1373;931.312;93.6627
428000;98.3341;131.2024;705.5653;156.2692
429000;115.3598;190.4917;882.6334;89.0762
430000;130.0044;148.7194;948.2328;97.3797
431000;95.7832;125.7632;709.253;164.3044
432000;83.9545;128.451;712.1246;82.8204
433000;172.2333;159.5745;824.2773;90.0946
434000;173.4541;140.6675;882.6244;135.8481
435000;81.4767;120.9942;699.3614;74.6196
436000;188.4704;167.3154;944.5596;103.8895
437000;98.8194;203.7104;966.379;101.2979
438000;80.8988;201.4726;882.569;123.6211
439000;151.8485;161.9991;922.5984;105.4469
440000;103.221;122.5095;739.9369;166.9788
441000;159.6961;193.2418;991.7988;115.9279
442000;112.8312;149.2749;1072.6285;101.0489
443000;169.0031;169.2607;970.9855;91.8426
444000;146.8252;158.4958;976.8155;105.2505
445000;139.7904;151.9825;898.0436;115.1169
446000;99.265;133.4422;899.866;104.6638
447000;155.0644;196.5443;990.6478;98.6932
448000;160.0523;161.807;869.0211;91.9951
449000;97.0901;170.7397;930.471;91.7237
450000;165.7933;159.9548;914.1693;116.6251
451000;107.7542;183.5859;887.1034;91.7533
452000;148.4295;139.3979;990.1914;105.2327
453000;174.4808;194.9598;1000.9411;110.6953
454000;94.5847;141.5958;868.6008;78.4156
455000;178.1658;149.5185;831.2082;91.2525
456000;89.0949;138.6469;831.0592;134.1996
457000;255.6137;182.4062;964.0443;107.2508
458000;79.5758;154.4631;803.3698;173.6907
459000;169.3487;179.8396;1004.5711;100.262
460000;77.4614;178.7017;1113.5045;103.306
461000;145.521;243.4098;1144.4837;101.7639
462000;94.2928;153.722;1153.13;89.2326
463000;150.4141;165.8224;1000.4451;121.3809
464000;124.124;140.3099;942.9014;94.3405
465000;108.3309;194.3348;1026.0655;123.687
466000;204.6678;214.0674;993.8837;122.9617
467000;112.8779;208.427;985.537;99.9273
468000;140.4833;168.8435;1008.0763;125.986
469000;124.9633;162.0761;939.3289;103.6254
470000;113.8912;231.7488;1019.1478;112.5117
471000;104.4249;138.902;1034.9367;123.7371
472000;135.5471;172.6853;970.7817;95.2897
473000;101.0892;133.6473;798.3462;81.6084
474000;200.3311;189.689;932.0179;127.3784
475000;132.3253;156.3061;932.8525;104.5621
476000;97.8722;136.7691;764.7567;85.8689
477000;102.705;136.0683;794.1452;87.1529
478000;269.8744;162.2306;908.4628;96.1107
479000;118.0915;158.0272;793.6205;206.3954
480000;163.3606;174.8945;1016.1491;107.4216
481000;93.3273;138.2709;776.3503;147.8096
482000;155.9827;225.3094;902.8635;100.0757
483000;94.8548;188.4338;904.6931;89.4841
484000;162.4212;147.1462;1023.8353;118.6043
485000;122.5779;218.3737;1112.4592;118.8598
486000;161.7754;180.7208;980.6384;127.9875
487000;110.5678;181.3697;1035.3731;104.0366
488000;187.0053;218.2386;1003.7832;112.8208
489000;101.917;189.2871;1111.9247;106.5113
490000;195.1896;210.4567;1055.2316;125.0366
491000;144.8797;183.7733;1032.5448;108.7483
492000;101.662;140.133;780.6066;84.2889
493000;141.0168;148.7343;921.4382;118.6966
494000;134.9488;157.8926;884.624;112.6284
495000;146.0032;181.9528;947.6267;110.4454
496000;152.8367;186.1845;984.7065;108.7263
497000;101.7202;206.9345;926.8452;88.3229
498000;140.8904;226.695;980.7323;98.8594
499000;177.6647;198.0079;1032.7972;111.2325
500000;104.7934;156.0432;1085.8195;100.7204
501000;165.4308;163.3196;1088.1106;91.9445
502000;141.1641;148.5977;994.8573;138.2979
503000;143.7062;240.5515;996.5738;96.7948
504000;159.2601;177.0971;1054.1555;99.6011
505000;135.2464;142.5203;809.6562;96.6837
506000;97.5997;171.4863;852.1975;201.6134
507000;143.8842;241.3737;1077.8557;106.8537
508000;174.7679;218.4669;1044.5145;107.0877
509000;97.302;140.9498;787.3535;87.1077
510000;175.7947;150.3932;913.3015;99.5344
511000;99.9141;164.3954;849.3035;108.2987
512000;199.1101;166.0239;884.8224;94.9476
513000;98.3219;133.2189;1061.6964;92.8686
514000;112.406;190.2727;1068.6173;104.9407
515000;138.9392;160.5495;954.9799;90.4952
516000;111.7675;167.187;919.7415;97.2865
517000;106.3977;136.3857;765.0547;85.6135
518000;176.6898;148.7575;899.6815;92.4914
519000;93.5515;133.9239;741.9462;86.5493
520000;204.7536;187.6361;956.1633;97.4369
521000;145.4951;170.8789;1062.8075;120.1794
522000;87.0579;169.15;843.1748;92.2194
523000;196.7681;183.5938;1035.8714;111.9477
524000;136.1308;155.0715;872.7891;91.5726
525000;159.6382;181.3823;959.2484;138.7573
526000;133.1394;161.249;846.3986;93.1741
527000;85.2743;254.7127;944.0247;109.707
528000;98.7404;140.274;801.7047;93.6469
529000;102.9783;161.455;788.0597;90.1808
530000;204.1906;291.8335;1077.4474;110.9415
531000;149.4154;160.0615;850.3723;85.1535
532000;176.9014;159.9353;970.1945;104.2694
533000;136.545;176.6316;807.1701;80.3275
534000;172.2903;186.3997;1006.8907;115.1855
535000;114.5982;146.2591;933.609;81.2555
536000;186.6848;210.696;970.6585;91.3808
537000;127.3957;183.8187;894.1997;118.6855
538000;135.9039;200.3307;1081.3809;109.1024
539000;104.6537;182.4184;985.7694;88.7334
540000;155.5293;152.1982;929.9733;114.4058
541000;96.8806;167.1236;873.0038;90.1849
542000;159.7373;179.6897;917.5358;111.2433
543000;91.7554;176.6936;934.256;101.0583
544000;173.7794;159.3318;1098.2804;119.4986
545000;135.6044;167.1203;853.4447;108.7873
546000;108.507;133.8105;759.0973;87.8683
547000;209.882;214.0008;937.1934;95.5618
548000;86.8521;152.2504;801.4324;79.9739
549000;211.7991;171.7806;939.0111;110.9007
550000;124.4938;162.7743;905.1305;83.9955
551000;99.8913;138.1007;804.8896;94.5809
552000;108.0098;220.047;758.4789;221.5566
553000;126.1322;149.9862;924.4815;88.2545
554000;77.9362;151.1588;1161.8694;93.3262
555000;80.9692;187.5716;873.1984;93.57
556000;139.0983;159.9258;951.1167;93.1502
557000;89.2512;123.594;742.6689;176.1054
558000;147.4724;215.9133;991.7318;99.139
559000;91.2756;182.6762;886.3648;91.5913
560000;161.2102;189.1898;963.9589;119.688
561000;95.0151;192.1763;904.69;90.8031
562000;172.066;168.9441;1160.8381;113.8727
563000;94.1786;165.7385;950.5062;98.9602
564000;142.9166;215.2315;1031.3115;107.4853
565000;159.9887;241.6875;1046.9707;113.5175
566000;90.1901;140.9854;831.2995;99.7867
567000;223.004;156.3738;919.6866;94.0516
568000;86.2;114.6503;659.9852;70.9741
569000;184.6081;119.5088;863.7406;110.3766
570000;133.5045;167.5876;931.8141;98.5453
571000;104.4806;192.0483;1007.2672;90.4443
572000;90.1751;128.654;677.0866;128.4401
573000;130.9316;133.776;969.618;120.5612
574000;136.1616;245.8717;1139.9318;161.6173
575000;133.6873;142.8146;1006.6083;102.1268
576000;116.1668;210.1952;919.8772;89.151
577000;133.4559;221.3153;924.852;102.8291
578000;106.6768;157.9453;878.6533;97.2232
579000;112.3381;129.7397;735.4687;84.2546
580000;171.9991;179.7893;1021.7585;127.4277
581000;190.754;173.0569;1071.5831;109.9631
582000;116.5487;206.5054;1080.9686;116.2189
583000;124.5648;133.3103;1040.204;120.4398
584000;159.2156;190.2172;931.9323;100.5078
585000;113.2444;196.8479;940.8338;137.3287
586000;138.6254;207.8984;1064.4811;131.5287
587000;96.5905;169.0287;854.5635;106.8923
588000;98.5148;181.1172;1016.0943;112.8493
589000;190.0184;154.0348;881.7855;134.9221
590000;97.2478;124.0657;876.8486;114.2483
591000;163.6248;176.9166;968.826;101.2903
592000;96.4865;119.9368;657.1486;79.0613
593000;124.0842;111.3329;684.8351;71.648
594000;150.7754;120.4999;893.5426;118.5979
595000;184.3976;257.6934;1180.5438;125.7404
596000;134.7363;159.8738;907.229;94.2262
597000;175.8264;205.9265;1086.5502;182.749
598000;189.87;243.8012;959.6503;114.6292
599000;86.5984;198.7562;935.9366;88.7644
600000;154.386;168.5809;946.6764;107.3269
601000;96.0141;118.438;960.5618;94.4733
602000;179.9131;197.2239;905.2633;111.0011
603000;93.9526;131.5978;997.339;91.6142
604000;166.6667;162.7543;947.3124;114.4315
605000;101.7543;195.139;879.0734;148.4253
606000;130.6155;183.7443;897.9442;86.2556
607000;190.1697;155.4059;867.3233;109.8728
608000;107.6578;117.8296;798.2903;154.2934
609000;146.1795;155.0859;891.7255;108.2655
610000;142.2755;202.9901;870.3003;100.2534
611000;103.4437;120.2111;728.714;76.1568
612000;178.36;152.6091;960.7012;99.9822
613000;88.9824;123.6913;715.8648;83.7947
614000;94.2348;130.2378;699.724;181.9951
615000;134.6859;138.1185;730.2228;86.1784
616000;86.9203;208.5906;1004.9341;109.2287
617000;130.3794;180.4629;896.1569;104.8743
618000;84.8437;123.6813;968.4446;101.8319
619000;133.8695;182.5655;984.0678;100.2178
620000;96.2375;190.8189;911.5013;94.9749
621000;170.9669;168.0283;921.6669;110.1561
622000;103.1799;205.0221;927.1388;99.8501
623000;138.0632;170.3886;875.2856;117.6657
624000;151.2439;189.0796;904.7053;100.7728
625000;136.1149;205.7251;909.1057;117.2988
626000;89.4473;190.2638;892.1508;92.7679
627000;160.9108;156.5778;874.7019;116.5022
628000;148.4213;176.3982;991.4337;102.3117
629000;144.1437;175.912;972.0515;112.3713
630000;92.5724;172.2139;946.1993;92.2064
631000;171.8426;181.6804;976.8923;98.0136
632000;118.4345;130.5754;1028.7526;92.6712
633000;147.0282;148.9166;868.8215;110.8739
634000;118.9164;189.0594;990.6632;104.2159
635000;141.2615;170.6506;992.4887;122.6044
636000;117.7076;138.1221;980.7249;124.9923
637000;137.8949;155.7253;966.3013;96.5755
638000;146.5569;193.6799;941.4781;101.3279
639000;91.4963;200.4871;924.7798;102.4959
640000;95.2312;186.196;721.0463;83.9323
641000;172.0729;163.8634;889.5264;143.0095
642000;159.1782;152.5684;949.3264;99.1749
643000;84.7557;179.4733;965.3726;102.907
644000;89.5633;130.3014;720.3282;85.3732
645000;166.4175;158.6888;882.8078;147.0527
646000;78.9845;218.8568;895.6249;106.0977
647000;158.1674;162.4529;921.9856;122.8963
648000;150.7632;183.1983;989.3644;101.0501
649000;149.5216;161.133;915.5943;137.7092
650000;162.3012;165.5952;928.7155;103.7943
651000;109.0928;141.0684;1082.8353;113.2389
652000;123.0483;169.1672;1026.4806;122.27
653000;179.3225;170.7386;960.1623;113.1851
654000;104.3736;179.62;915.5635;97.7327
655000;146.1691;165.5656;945.4611;114.4071
656000;144.469;163.53;891.7195;103.7743
657000;151.2481;162.7191;911.3055;112.6582
658000;144.041;151.3536;942.2929;106.5186
659000;132.8512;181.624;1134.5921;93.8502
660000;143.1241;165.0628;873.4177;84.8684
661000;119.7481;180.5725;936.5906;111.119
662000;124.0053;143.1003;1037.1513;96.7818
663000;155.7078;150.4987;990.3735;97.4617
664000;163.0427;160.9582;957.6928;90.7636
665000;86.9284;186.0495;966.8274;97.9117
666000;165.0857;173.8953;982.5203;115.1768
667000;98.9584;171.0232;967.2635;91.8753
668000;153.7255;160.7986;938.7585;112.3105
669000;97.0014;166.1015;926.5783;101.8796
670000;96.6219;134.382;777.883;148.163
671000;100.0096;129.0542;731.2112;167.7881
672000;118.4534;161.0751;879.6428;102.8998
673000;100.2632;123.6515;770.9868;152.0737
674000;81.8895;132.7732;730.5948;84.346
675000;91.2014;220.7162;863.6419;92.5956
676000;108.2636;120.401;950.7443;181.0941
677000;244.2242;152.0324;955.6832;155.572
678000;280.431;167.5844;726.3055;85.0692
679000;107.8;130.2788;833.2742;85.2744
680000;205.5057;128.7023;794.1201;78.5502
681000;68.9944;125.5202;716.5357;75.0648
682000;79.1155;282.9942;883.7338;96.821
683000;81.5025;119.4849;714.7134;97.0507
684000;214.6369;213.07;940.0664;94.8558
685000;92.9239;125.9405;902.9219;129.8665
686000;68.9031;122.5561;708.0481;74.1877
687000;67.8418;119.8623;703.0071;82.9858
688000;235.1756;155.2374;855.4556;78.2399
689000;68.3718;240.0346;890.8207;92.192
690000;137.1899;229.1756;1086.1949;98.7349
691000;147.3609;175.5863;975.7863;99.0885
692000;151.3678;167.5451;896.7325;105.4506
693000;97.6958;127.8428;751.1639;88.6906
694000;164.3748;132.2341;839.1879;117.2917
695000;139.4651;143.3385;901.175;87.8205
696000;129.8456;220.5183;927.8758;96.6866
697000;145.9643;174.3329;929.2727;121.3568
698000;98.0921;169.7156;995.1199;92.2492
699000;167.4255;162.67;947.9266;102.0262
700000;96.0471;127.6775;990.4043;90.2301
701000;163.5224;164.7592;941.0818;110.8259
702000;92.1886;204.4237;919.2956;104.5163
703000;143.412;170.9361;950.9419;123.573
704000;91.8511;164.1336;912.1089;90.3068
705000;163.2882;179.6725;1003.2976;113.8946
706000;102.5675;170.236;902.8831;93.3478
707000;131.9139;156.9117;1091.5625;140.9009
708000;191.542;193.8625;1041.0078;128.4931
709000;114.0235;265.5324;1018.3693;115.3154
