Friends;Add time;Find time;Merge time;Remove time
710000;104.5692;125.1181;735.7913;81.9955
711000;145.2029;126.486;751.2174;176.2297
712000;183.6904;195.7693;917.3972;99.9767
713000;112.0287;128.6473;756.3738;84.1898
714000;155.3613;131.6545;1027.5019;113.0949
715000;124.2626;133.7504;923.989;98.7279
716000;123.1276;129.3093;858.2633;91.4154
717000;220.9954;210.6052;932.1553;120.5196
718000;127.2046;141.3397;883.302;97.0864
719000;92.4515;132.5304;718.0007;80.9579
720000;93.5752;129.1536;707.6163;199.4081
721000;133.8011;130.2863;744.3673;82.9098
722000;73.8608;114.7624;736.1971;72.0818
723000;221.4261;154.5346;811.455;140.0003
724000;81.8233;134.2611;720.7797;85.4649
725000;156.1872;162.8379;842.3366;85.7417
726000;121.733;122.3207;708.7133;113.7622
727000;99.568;163.8247;876.3744;88.989
728000;117.6334;142.8647;905.8286;85.7553
729000;87.0367;122.2455;917.6058;100.1046
730000;90.6064;213.7136;946.9224;97.6633
731000;150.7207;156.2045;932.1282;101.3666
732000;139.0274;178.245;932.9298;92.6776
733000;94.1458;202.3061;972.3312;103.9137
734000;125.6698;199.2068;1065.8069;98.1447
735000;140.237;161.0319;898.4899;93.7725
736000;111.2109;186.5402;952.6495;104.5523
737000;93.6045;131.4783;720.0675;86.0619
738000;141.1698;131.8176;855.1457;82.7006
739000;150.4647;144.7336;893.7828;125.5269
740000;112.3319;168.2055;858.4207;97.5282
741000;109.9149;133.6239;737.6809;84.1256
742000;179.7995;158.5248;901.7103;95.3965
743000;89.7528;123.793;710.1951;75.824
744000;194.8913;141.4512;992.117;124.1212
745000;143.0802;221.351;1019.2123;127.4352
746000;109.1695;150.237;1060.7199;110.5813
747000;143.2316;165.8881;1013.1423;118.6053
748000;87.8774;203.1608;833.1452;117.8967
749000;150.5721;159.7156;981.6544;90.0112
750000;102.2902;120.3525;923.7218;90.798
751000;130.3887;162.4055;919.5642;103.6214
752000;104.611;238.7603;852.0161;71.7144
753000;172.3554;143.5722;853.7836;93.5066
754000;174.2615;164.0445;917.0205;87.7146
755000;91.5682;120.1098;735.8151;73.4902
756000;154.186;154.9569;891.7638;98.911
757000;89.1684;122.9347;707.3614;77.8869
758000;63.2869;109.5267;669.3599;211.365
759000;106.9332;137.8068;787.6569;81.1668
760000;181.1574;151.3721;882.3767;114.0099
761000;102.0556;149.3795;868.7076;130.2116
762000;178.5124;250.7969;971.6716;97.5319
763000;85.5006;149.8593;884.4116;89.2945
764000;152.4808;146.239;845.9554;107.7953
765000;92.1274;161.7903;902.3488;88.2419
766000;168.4761;156.7739;977.203;118.6499
767000;101.5179;180.2312;1119.4467;99.0472
768000;158.586;192.7501;1022.5682;129.6114
769000;158.1097;155.8384;988.9714;130.4055
770000;130.7662;224.5855;937.6949;95.6511
771000;135.7829;185.76;1012.8002;121.8571
772000;102.0282;146.0986;769.6255;153.2447
773000;134.0105;142.7003;831.3872;120.7244
774000;115.6246;187.2622;890.9054;100.3558
775000;115.4491;132.3506;797.9174;86.9655
776000;107.4349;222.5418;886.6047;114.3517
777000;100.4234;170.1849;1007.1052;139.8114
778000;208.9138;191.4519;978.9993;132.6956
779000;102.7637;188.5698;917.4881;100.42
780000;100.0942;124.5236;670.6668;83.423
781000;167.3107;146.3172;832.2347;153.9735
782000;87.2514;178.3864;907.1816;96.3793
783000;150.1945;144.4368;869.609;94.336
784000;81.7981;158.4887;850.8598;104.3713
785000;77.2398;147.0423;860.6424;101.111
786000;105.9057;125.118;863.6911;115.5741
787000;69.7796;163.247;780.2718;89.2808
788000;84.51;107.9314;858.4502;89.9341
789000;90.8743;109.6394;844.1892;97.1419
790000;106.6946;128.712;804.8648;146.5216
791000;96.4905;145.4595;880.621;90.0245
792000;98.3251;109.645;806.7638;84.6721
793000;98.3378;113.4197;926.8101;94.2872
794000;117.9514;123.9409;773.135;83.2927
795000;107.8024;118.0936;783.4743;79.8615
796000;140.0905;126.8116;815.3217;89.8594
797000;143.1791;174.0617;831.0866;83.6435
798000;125.8699;128.2347;826.8336;79.37
799000;145.2575;126.8038;905.331;105.317
800000;89.8524;234.9506;1115.382;120.0553
801000;123.3048;215.2848;1023.7996;87.1368
802000;151.1948;176.1409;1043.0251;112.5865
803000;71.8433;136.5486;694.5263;74.1836
804000;171.9781;193.6691;850.9922;83.1802
805000;63.5501;108.4094;700.2225;176.3858
806000;147.5365;169.1592;871.4864;94.2514
807000;90.3368;125.4642;704.6988;72.5759
808000;170.6433;154.7262;888.9514;91.9013
809000;85.6292;125.7767;666.568;178.4494
810000;123.1116;151.7099;838.6709;88.6639
811000;76.7048;110.5813;677.0388;75.3905
812000;165.1983;127.302;781.7288;84.1999
813000;72.9007;121.2828;982.0202;136.4193
814000;95.2605;250.0464;1066.9266;143.6229
815000;178.0599;203.8538;1202.4648;105.3367
816000;173.397;288.2053;1132.3993;130.1317
817000;115.5787;195.792;1133.5398;109.8854
818000;181.2178;191.0886;1091.1097;91.6176
819000;145.4897;167.4093;1003.8371;108.2194
820000;105.1304;178.7078;871.5629;122.9636
821000;140.1012;140.2477;865.8301;99.8165
822000;99.9273;138.1019;734.9292;151.3765
823000;181.2359;172.8247;990.579;116.8868
824000;99.7625;218.3623;959.902;95.6036
825000;165.423;157.5885;898.7604;114.4173
826000;101.0759;200.1661;984.7176;96.9861
827000;152.553;154.7427;876.6378;115.8482
828000;142.7943;145.4466;932.8998;106.7297
829000;145.6583;163.3209;910.8306;85.7821
830000;93.0833;125.3044;1012.0077;89.1545
831000;127.5146;135.5571;870.9733;86.5307
832000;95.0031;126.4936;1057.6179;93.5378
833000;176.7756;192.5293;971.6181;115.7234
834000;106.9535;166.855;919.4727;91.8752
835000;172.9016;221.7575;942.1073;117.2502
836000;107.6767;173.2873;915.4446;92.7974
837000;155.721;151.1987;881.1258;92.9306
838000;83.5103;126.9518;1102.8243;103.8409
839000;150.117;235.408;954.875;99.579
840000;94.2284;191.754;917.67;92.2181
841000;160.7778;183.7454;896.5469;113.2679
842000;143.1164;164.7587;881.6664;101.6127
843000;125.5288;207.6635;1061.9303;115.9944
844000;116.332;133.0716;970.5819;95.2664
845000;148.8998;175.7283;1047.9465;210.9125
846000;124.3128;204.8508;1079.5798;109.0267
847000;144.29;158.5967;1007.2601;119.0576
848000;103.7567;153.6589;987.3031;112.3197
849000;87.5577;163.4719;707.9537;84.2918
850000;127.4633;120.7832;728.7243;82.0899
851000;181.3518;159.6647;852.5016;89.1052
852000;138.8834;168.2938;879.0863;96.3346
853000;92.9573;123.1263;801.6082;74.8429
854000;194.5604;220.6923;1055.0542;111.8534
855000;99.614;140.303;782.6015;86.3516
856000;94.3869;230.5359;906.2149;97.2012
857000;131.5979;138.5873;800.4669;83.5281
858000;92.614;128.5625;1013.6411;91.0368
859000;119.072;148.6317;834.2418;88.6928
860000;85.0981;123.4388;708.4437;102.2035
861000;238.0581;149.6422;879.7072;85.2342
862000;68.2752;182.744;961.8214;103.9061
863000;114.036;130.3704;1029.3831;122.1337
864000;127.6397;147.5095;931.3762;102.5938
865000;164.4299;169.8919;1035.9847;110.8135
866000;97.7777;130.8262;953.8991;101.328
867000;73.5994;130.0501;739.3567;83.3969
868000;188.0069;165.2455;967.6183;119.5344
869000;82.5132;206.294;953.2766;107.017
870000;166.322;165.2854;965.0738;104.3623
871000;140.5871;174.1686;965.3984;102.1267
872000;141.171;195.9927;1015.6422;142.4403
873000;127.305;222.36;1154.2082;96.1183
874000;210.1301;182.5853;1013.7835;106.87
875000;131.5161;204.8679;906.6498;90.5928
876000;144.559;151.0841;1102.7344;147.0366
877000;137.1914;195.7109;1034.3232;118.3337
878000;137.4106;153.9026;973.8199;91.7688
879000;138.6554;161.8588;1036.0828;101.2899
880000;148.3572;171.9077;907.1105;91.4963
881000;145.3542;170.9762;925.1491;104.5017
882000;141.35;182.8808;956.302;99.3569
883000;95.5451;212.6507;932.0093;101.0726
884000;93.4175;177.3236;956.8461;106.501
885000;140.3476;169.1936;906.1477;91.6762
886000;94.0339;182.8235;957.8257;115.2854
887000;131.708;175.3448;1000.2665;105.6038
888000;106.7542;135.1582;905.5539;99.3209
889000;182.3343;176.9107;895.0947;99.675
890000;93.8495;186.4757;924.3895;112.1096
891000;104.8952;136.3536;1011.6195;99.5166
892000;174.0566;193.8785;1077.2336;88.7675
893000;143.9374;150.9178;964.789;126.0371
894000;105.2769;207.0115;980.4835;102.4729
895000;156.5789;146.5652;953.8853;92.5342
896000;104.5371;125.1606;715.876;177.3622
897000;122.6142;154.6985;903.1653;94.1067
898000;116.0313;248.0296;927.667;112.8975
899000;79.9665;194.3144;922.5009;99.1364
900000;90.0031;133.2902;729.9896;144.6651
901000;98.9873;127.2858;737.5378;169.2678
902000;142.634;268.6632;979.0485;105.7237
903000;89.8658;185.626;892.5207;92.8731
904000;119.7061;249.2321;973.4254;114.3187
905000;127.589;151.5247;1024.5783;97.7326
906000;162.6094;179.5689;922.4674;104.7048
907000;85.4419;176.6371;893.1538;100.2278
908000;93.7946;128.6157;724.8347;83.6643
909000;169.2208;165.7706;888.1087;128.3073
910000;93.3173;208.766;976.5677;103.2222
911000;121.7026;147.175;940.909;90.3385
912000;144.5118;149.9864;879.557;101.4474
913000;109.5031;143.409;834.3275;177.3662
914000;139.3786;183.5101;989.8511;94.3197
915000;85.3172;202.1275;924.8865;103.6143
916000;100.6485;128.0477;967.502;95.1117
917000;139.7471;165.0973;926.7698;98.8754
918000;95.101;200.7225;969.4703;121.7316
919000;116.3872;146.6547;883.3892;96.394
920000;96.1622;124.7784;975.3406;109.8903
921000;104.1566;180.4033;1029.6358;96.8857
922000;167.8012;204.441;960.5317;93.4052
923000;89.6566;183.3871;931.5817;103.5888
924000;124.5839;195.6378;1074.6475;92.7214
925000;143.3515;177.4083;889.1439;94.0562
926000;98.5229;126.4755;988.7925;91.8526
927000;137.7078;166.0187;985.0082;121.4162
928000;93.6395;139.0584;1001.8674;116.8013
929000;112.9359;138.6809;829.6537;96.469
930000;130.2556;126.761;718.8471;135.2337
931000;185.036;135.6968;826.135;88.4724
932000;90.0325;123.5316;801.9136;119.7044
933000;124.7448;181.6602;998.3459;98.2192
934000;97.5944;118.4651;720.5231;72.8422
935000;251.8849;165.5427;860.3989;97.9847
936000;105.7509;177.3356;868.9148;90.633
937000;195.5178;167.7014;900.5772;105.8609
938000;96.2421;213.0384;932.4992;103.0877
939000;117.2426;128.0714;822.3377;127.3283
940000;138.6102;148.6401;923.1215;105.444
941000;124.2754;182.4083;875.7807;91.6056
942000;145.2509;132.1102;780.3291;169.2105
943000;160.1317;192.3593;1040.4349;97.9536
944000;144.6629;157.2486;889.2246;126.2865
945000;144.1363;199.3645;915.9999;117.4675
946000;111.256;122.7462;838.8717;87.2363
947000;93.7815;113.7835;959.1967;87.7485
948000;91.6213;134.3811;1039.1763;122.7102
949000;141.4842;159.6461;928.7529;99.1634
950000;144.7225;138.9852;943.711;89.8378
951000;101.3185;130.4582;719.3402;75.4462
952000;180.1286;137.1919;897.7986;89.0446
953000;85.7799;118.3012;754.4044;124.1312
954000;71.6694;167.7882;848.7826;94.3191
955000;124.0927;185.9776;878.0541;85.6483
956000;133.4884;150.2588;838.4111;88.7916
957000;84.9082;119.4404;752.3186;96.1876
958000;115.0545;125.1349;706.7865;76.6824
959000;90.6885;132.231;727.3973;210.9758
960000;121.3009;167.2466;736.9453;84.5748
961000;88.4312;132.7261;695.9867;81.5198
962000;168.7347;123.544;856.285;80.6712
963000;70.2302;155.338;874.9432;125.8017
964000;253.6993;256.6843;967.5928;96.9058
965000;90.3696;154.2121;756.0168;148.3456
966000;130.4882;264.753;1024.5004;124.5403
967000;143.5558;197.4995;1121.7071;157.5656
968000;133.6354;184.5675;1077.1231;111.475
969000;211.0936;207.738;988.7068;125.9591
970000;120.6684;134.2348;879.3546;94.5397
971000;101.3561;234.8271;1056.9388;99.6313
972000;171.288;182.0707;909.1213;110.3161
973000;113.7125;186.2243;947.7097;91.3231
974000;181.7927;187.01;1023.9075;98.7502
975000;138.6332;229.7078;985.7329;116.5491
976000;137.6724;132.9161;895.1474;95.7208
977000;92.8958;186.6635;950.379;90.3497
978000;171.4227;162.9778;916.1068;113.069
979000;101.7714;202.9648;985.512;101.597
980000;141.0258;166.6776;913.6801;84.6961
981000;114.6804;193.6207;887.2815;92.797
982000;165.6209;176.0891;975.6458;114.4334
983000;96.1854;149.1794;990.1421;92.4502
984000;130.9681;180.7446;958.5819;113.9859
985000;125.3376;160.1184;884.7693;84.1951
986000;107.7805;241.58;926.5238;107.2095
987000;97.1368;132.4169;911.2392;91.3708
988000;117.6658;152.2219;1023.8995;88.7292
989000;148.6627;193.9346;1030.2287;88.8805
990000;98.1181;129.6078;983.0056;97.2553
991000;165.1899;199.0409;951.9707;112.2175
992000;96.62;188.4314;933.9985;101.7307
993000;143.8198;163.7979;887.9877;118.3294
994000;137.5028;214.7146;896.5417;101.3678
995000;147.285;166.9819;921.0512;115.2294
996000;95.5515;165.389;937.4845;91.7713
997000;160.7097;167.3566;952.8014;129.6213
998000;99.5306;168.5298;898.8532;105.0768
999000;153.1761;170.9408;910.584;108.5113
1000000;97.4821;166.1793;896.2347;90.0947
